Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1WT,2000.04,75888,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.05,75993,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.06,75986,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.07,75916,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.08,75911,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.09,76049,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.10,76338,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.11,76776,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.12,77296,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.01,77813,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.02,78280,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.03,78660,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.04,78986,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.05,79356,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.06,79860,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.07,80511,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.08,81261,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.09,82068,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.10,82859,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.11,83556,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.12,84153,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.01,84616,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.02,84919,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.03,85110,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.04,85258,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.05,85432,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.06,85613,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.07,85749,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.08,85830,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.09,85813,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.10,85684,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.11,85478,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2002.12,85270,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.01,85189,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.02,85302,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.03,85609,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.04,86003,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.05,86335,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.06,86525,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.07,86580,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.08,86518,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.09,86409,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.10,86351,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.11,86388,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2003.12,86503,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.01,86644,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.02,86791,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.03,86906,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.04,86955,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.05,86912,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.06,86766,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.07,86563,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.08,86364,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.09,86282,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.10,86357,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.11,86557,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2004.12,86827,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.01,87079,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.02,87223,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.03,87241,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.04,87207,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.05,87184,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.06,87213,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.07,87257,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.08,87268,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.09,87175,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.10,86940,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.11,86583,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2005.12,86146,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.01,85752,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.02,85529,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.03,85530,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.04,85738,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.05,86094,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.06,86516,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.07,86885,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.08,87100,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.09,87129,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.10,87013,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.11,86864,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2006.12,86799,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.01,86838,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.02,86899,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.03,86931,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.04,86913,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.05,86883,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.06,86904,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.07,87018,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.08,87240,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.09,87552,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.10,87885,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.11,88141,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2007.12,88270,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.01,88314,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.02,88365,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.03,88452,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.04,88558,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.05,88734,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.06,88985,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.07,89304,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.08,89648,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.09,89928,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.10,90110,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.11,90230,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2008.12,90255,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.01,90158,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.02,89995,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.03,89839,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.04,89687,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.05,89438,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.06,89033,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.07,88524,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.08,87992,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.09,87563,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.10,87356,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.11,87428,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2009.12,87727,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.01,88111,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.02,88385,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.03,88477,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.04,88442,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.05,88362,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.06,88340,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.07,88472,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.08,88775,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.09,89195,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.10,89650,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.11,90046,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2010.12,90343,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.01,90570,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.02,90727,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.03,90825,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.04,90920,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.05,91017,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.06,91078,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.07,91028,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.08,90898,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.09,90760,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.10,90623,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.11,90552,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2011.12,90659,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.01,90951,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.02,91382,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.03,91849,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.04,92254,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.05,92567,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.06,92780,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.07,92831,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.08,92697,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.09,92420,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.10,92122,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.11,91852,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2012.12,91633,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.01,91514,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.02,91552,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.03,91759,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.04,92102,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.05,92532,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.06,93046,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.07,93667,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.08,94354,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.09,95022,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.10,95631,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.11,96175,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2013.12,96639,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.01,96994,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.02,97261,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.03,97460,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.04,97634,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.05,97831,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.06,98033,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.07,98208,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.08,98369,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.09,98547,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.10,98713,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.11,98867,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2014.12,99006,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.01,99141,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.02,99290,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.03,99443,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.04,99573,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.05,99626,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.06,99589,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.07,99510,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.08,99416,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.09,99364,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.10,99421,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.11,99583,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2015.12,99767,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.01,99891,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.02,99880,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.03,99768,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.04,99631,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.05,99525,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.06,99476,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.07,99469,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.08,99489,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.09,99488,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.10,99404,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.11,99239,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2016.12,99086,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.01,99061,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.02,99200,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.03,99474,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.04,99790,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.05,100075,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.06,100312,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.07,100510,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.08,100683,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.09,100851,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.10,101024,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.11,101179,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2017.12,101264,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2018.01,101253,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2018.02,101194,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2018.03,101163,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2018.04,101201,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,Primary industries,Trend,,
